time,ton,thrust,mfr,vl,anomaly_code
2021-08-22 08:00:01.570,1,1.3772013305958224,1558.757657665744,0.0,
2021-08-22 08:00:01.580,1,1.5007076460466493,1568.6646443177694,0.0,
2021-08-22 08:00:01.590,1,1.4463202427969983,1576.5158095158586,0.0,
2021-08-22 08:00:01.600,1,1.5486320120071904,1555.0794916722573,0.0,
2021-08-22 08:00:01.610,1,1.5371851525302047,1552.1677299883593,0.0,
2021-08-22 08:00:01.620,1,1.7253376096923914,1548.5287305233014,0.0,
2021-08-22 08:00:01.630,1,1.907801548177193,1529.3859937278405,0.0,
2021-08-22 08:00:01.640,1,1.5379761750618386,1532.5032665439471,0.0,
2021-08-22 08:00:01.650,1,1.3111439392831752,1519.6587303393153,0.0,
2021-08-22 08:00:01.660,1,1.2923423628842372,1519.484779962891,0.0,
2021-08-22 08:00:01.670,1,1.8447317703128503,1517.8017964041328,0.0,
2021-08-22 08:00:01.680,1,1.6769745038398698,1509.2668264146548,0.0,
2021-08-22 08:00:01.690,1,1.5219327989357685,1505.277531166487,0.0,
2021-08-22 08:00:01.700,1,1.2395400452274523,1497.4479184495526,0.0,
2021-08-22 08:00:01.710,1,1.4781550263347971,1477.5904903913886,0.0,
2021-08-22 08:00:01.720,1,1.4850765094023577,1491.0611038357315,0.0,
2021-08-22 08:00:01.730,1,1.491843857789653,1487.5642415602524,0.0,
2021-08-22 08:00:01.740,1,1.4317126545427674,1484.2579138969604,0.0,
2021-08-22 08:00:01.750,1,1.6001417896010532,1483.079426719403,0.0,
2021-08-22 08:00:01.760,1,1.2620167429586882,1472.803390136683,0.0,
2021-08-22 08:00:01.770,1,1.2265622674724217,1457.8898677572522,0.0,
2021-08-22 08:00:01.780,1,1.5425189101921069,1469.2558115300192,0.0,
2021-08-22 08:00:01.790,1,1.1914984189705966,1466.3904399588876,0.0,
2021-08-22 08:00:01.800,1,1.2545055937301153,1459.495338274373,0.0,
2021-08-22 08:00:01.810,1,1.1735865366736309,1475.6059788080127,0.0,
2021-08-22 08:00:01.820,1,1.3948189477008035,1452.2797421604141,0.0,
2021-08-22 08:00:01.830,1,1.5591345782359542,1453.553384882876,0.0,
2021-08-22 08:00:01.840,1,1.4504579756068952,1453.7629122150413,0.0,
2021-08-22 08:00:01.850,1,1.2648542093538149,1448.6467752175995,0.0,
2021-08-22 08:00:01.860,1,1.3748336205676708,1444.9013618180115,0.0,
2021-08-22 08:00:01.870,1,1.564091760545345,1460.163988229803,0.0,
2021-08-22 08:00:01.880,1,1.1585390080430469,1444.8475435739767,0.0,
2021-08-22 08:00:01.890,1,1.5308946780033488,1452.1071103679196,0.0,
2021-08-22 08:00:01.900,1,1.0221010957228582,1470.6179766563355,0.0,
2021-08-22 08:00:01.910,1,1.0691620813171432,1441.3780316701047,0.0,
2021-08-22 08:00:01.920,1,1.1244809732533556,1448.354087131596,0.0,
2021-08-22 08:00:01.930,1,1.5054939475912712,1438.089533708844,0.0,
2021-08-22 08:00:01.940,1,1.5076083439174564,1456.7825407711546,0.0,
2021-08-22 08:00:01.950,1,1.1353681972070089,1439.847308677225,0.0,
2021-08-22 08:00:01.960,1,1.3076243798038296,1441.5038535981018,0.0,
2021-08-22 08:00:01.970,1,1.098591802377257,1461.3326120422312,0.0,
2021-08-22 08:00:01.980,1,1.1198055165185024,1451.8441571854144,0.0,
2021-08-22 08:00:01.990,1,1.3456580368319824,1453.8395158018154,0.0,
2021-08-22 08:00:02.000,1,1.0360615075287003,1449.2603007402633,0.0,
2021-08-22 08:00:02.010,1,1.1833823168424165,1460.3333642684024,0.0,
2021-08-22 08:00:02.020,1,1.2064240696018498,1446.0806674278938,0.0,
2021-08-22 08:00:02.030,1,1.235472991274722,1447.4989778328566,0.0,
2021-08-22 08:00:02.040,1,1.3532367924161337,1450.4215688358097,0.0,
2021-08-22 08:00:02.050,1,1.2268991010009065,1455.970413555598,0.0,
2021-08-22 08:00:02.060,1,1.449583722209422,1459.3289836946713,0.0,
2021-08-22 08:00:02.070,1,1.3797728890256429,1465.114877012424,0.0,
2021-08-22 08:00:02.080,1,1.4522615728619344,1462.6405324452521,0.0,
2021-08-22 08:00:02.090,1,1.1258162980000692,1463.8285457620816,0.0,
2021-08-22 08:00:02.100,1,1.3511043778531258,1466.608037916429,0.0,
2021-08-22 08:00:02.110,1,1.2274922352474542,1471.6429976658346,0.0,
2021-08-22 08:00:02.120,1,1.0501414867140104,1475.4012652148904,0.0,
2021-08-22 08:00:02.130,1,1.2029579073955772,1471.3891137435098,0.0,
2021-08-22 08:00:02.140,1,1.4097100070927069,1457.3258114862506,0.0,
2021-08-22 08:00:02.150,1,1.2137045637318196,1476.619955960486,0.0,
2021-08-22 08:00:02.160,1,1.2139996543409473,1479.3317695799356,0.0,
2021-08-22 08:00:02.170,1,1.1484821946403798,1478.078098825415,0.0,
2021-08-22 08:00:02.180,1,1.2970184113407623,1486.4448277868078,0.0,
2021-08-22 08:00:02.190,1,1.6190321655145088,1484.7716001845956,0.0,
2021-08-22 08:00:02.200,1,1.2149081202659964,1475.2861311889847,0.0,
2021-08-22 08:00:02.210,1,1.1529074247726885,1483.2593820804818,0.0,
2021-08-22 08:00:02.220,1,1.2545323377346822,1483.69922982331,0.0,
2021-08-22 08:00:02.230,1,1.4000327869050315,1487.287249884316,0.0,
2021-08-22 08:00:02.240,1,1.2203069885650857,1496.6309122971545,0.0,
2021-08-22 08:00:02.250,1,1.6051336599697434,1488.767467848254,0.0,
2021-08-22 08:00:02.260,1,1.654705633376198,1478.9412731508341,0.0,
2021-08-22 08:00:02.270,1,1.2773304907606011,1492.1560731299912,0.0,
2021-08-22 08:00:02.280,1,1.709322472170678,1499.65856181155,0.0,
2021-08-22 08:00:02.290,1,1.381291181668213,1505.9307668699741,0.0,
2021-08-22 08:00:02.300,1,1.422199945093478,1507.2003343595536,0.0,
2021-08-22 08:00:02.310,1,1.4944963269121951,1504.9467210678056,0.0,
2021-08-22 08:00:02.320,1,1.5944324055863397,1500.475194584072,0.0,
2021-08-22 08:00:02.330,1,1.1345512374740367,1493.5922300670934,0.0,
2021-08-22 08:00:02.340,1,1.3380266262995424,1489.1636559118765,0.0,
2021-08-22 08:00:02.350,1,1.28562161982953,1501.743557602805,0.0,
2021-08-22 08:00:02.360,1,1.2261514151843396,1500.0224394339043,0.0,
2021-08-22 08:00:02.370,1,1.155182615460724,1498.4249996862975,0.0,
2021-08-22 08:00:02.380,1,1.3554660099911218,1503.6478764255207,0.0,
2021-08-22 08:00:02.390,1,1.6071614566447543,1508.2851689669567,0.0,
2021-08-22 08:00:02.400,1,1.3572043216735137,1506.4923333577813,0.0,
2021-08-22 08:00:02.410,1,1.1627028031336468,1491.2461189919445,0.0,
2021-08-22 08:00:02.420,1,1.3721301366556062,1505.9254105489583,0.0,
2021-08-22 08:00:02.430,1,1.5960903557207131,1505.4755132573493,0.0,
2021-08-22 08:00:02.440,1,1.585497477207266,1496.4644112583107,0.0,
2021-08-22 08:00:02.450,1,1.2365793103312228,1497.7897925570312,0.0,
2021-08-22 08:00:02.460,1,1.2509676044276932,1494.4895327200159,0.0,
2021-08-22 08:00:02.470,1,1.1769550384952452,1497.483784611389,0.0,
2021-08-22 08:00:02.480,1,1.5062590170831671,1492.5020717608663,0.0,
2021-08-22 08:00:02.490,1,1.1920910034482584,1499.940260957904,0.0,
2021-08-22 08:00:02.500,1,1.3896150951180344,1485.1432299100848,0.0,
2021-08-22 08:00:02.510,1,1.5262611677803788,1483.0465550362894,0.0,
2021-08-22 08:00:02.520,1,1.3393673945347413,1498.580314050589,0.0,
2021-08-22 08:00:02.530,1,1.0350406530373395,1504.6358079311906,0.0,
2021-08-22 08:00:02.540,1,1.2361737093713008,1496.979564380901,0.0,
2021-08-22 08:00:02.550,1,1.208020985949214,1486.7515828358826,0.0,
2021-08-22 08:00:02.560,1,1.0277776527044604,1481.8052499168061,0.0,
2021-08-22 08:00:02.570,1,1.0447377769165014,1492.5248616694516,0.0,
2021-08-22 08:00:02.580,1,1.0078880882213916,1496.3027406420008,0.0,
2021-08-22 08:00:02.590,1,1.2147079024973153,1486.0769130337733,0.0,
2021-08-22 08:00:02.600,1,1.3221134406095498,1483.643568086138,0.0,
2021-08-22 08:00:02.610,1,1.1649477722923485,1482.5968350949054,0.0,
2021-08-22 08:00:02.620,1,1.393113801942114,1476.955624658798,0.0,
2021-08-22 08:00:02.630,1,1.100332709662693,1479.1001188335986,0.0,
2021-08-22 08:00:02.640,1,1.1206556363662934,1472.5446887456512,0.0,
2021-08-22 08:00:02.650,1,1.1971110018166102,1484.2420988252265,0.0,
2021-08-22 08:00:02.660,1,1.1259531690418068,1479.0369881518182,0.0,
2021-08-22 08:00:02.670,1,1.0212402087663737,1474.2414261547449,0.0,
2021-08-22 08:00:02.680,1,1.1884031622751454,1460.3455540357818,0.0,
2021-08-22 08:00:02.690,1,1.1774269665349326,1487.352263083467,0.0,
2021-08-22 08:00:02.700,1,1.2408501060410504,1468.5198783852857,0.0,
2021-08-22 08:00:02.710,1,1.016003652456002,1473.8631556541668,0.0,
2021-08-22 08:00:02.720,1,1.09683006568749,1474.9906828914295,0.0,
2021-08-22 08:00:02.730,1,1.3525923026445836,1459.347962479161,0.0,
2021-08-22 08:00:02.740,1,0.975090413103928,1469.289095963191,0.0,
2021-08-22 08:00:02.750,1,0.9512257125908584,1471.345024241047,0.0,
2021-08-22 08:00:02.760,1,1.2735037154844238,1475.6316547336214,0.0,
2021-08-22 08:00:02.770,1,1.3353480516743887,1471.4891994511445,0.0,
2021-08-22 08:00:02.780,1,1.2530681034080278,1464.1485084142355,0.0,
2021-08-22 08:00:02.790,1,1.1997214784187735,1468.8959913449755,0.0,
2021-08-22 08:00:02.800,1,1.2177564431995318,1485.671023780909,0.0,
2021-08-22 08:00:02.810,1,1.3616967056953844,1473.6894454706692,0.0,
2021-08-22 08:00:02.820,1,1.3183499773981175,1470.5073256681885,0.0,
2021-08-22 08:00:02.830,1,1.3315179874637573,1471.1306253008158,0.0,
2021-08-22 08:00:02.840,1,1.0698668616824196,1472.957456723636,0.0,
2021-08-22 08:00:02.850,1,1.140422404117816,1466.3931767038184,0.0,
2021-08-22 08:00:02.860,1,1.3462360539090608,1477.8861616058566,0.0,
2021-08-22 08:00:02.870,1,1.09154583738851,1474.611539493215,0.0,
2021-08-22 08:00:02.880,1,1.480136821509184,1473.1934038905538,0.0,
2021-08-22 08:00:02.890,1,1.2144103441862943,1467.467224907669,0.0,
2021-08-22 08:00:02.900,1,1.3020998780917856,1462.5493602163938,0.0,
2021-08-22 08:00:02.910,1,1.4167971978733669,1474.1678141437876,0.0,
2021-08-22 08:00:02.920,1,1.3652039772411293,1467.4744040453534,0.0,
2021-08-22 08:00:02.930,1,1.5565140552409968,1479.6752612081525,0.0,
2021-08-22 08:00:02.940,1,1.1917934237306722,1481.8476408404645,0.0,
2021-08-22 08:00:02.950,1,1.5505396309385322,1467.7153055166425,0.0,
2021-08-22 08:00:02.960,1,1.0714183898479244,1472.6177178583234,0.0,
2021-08-22 08:00:02.970,1,1.1068128313176149,1464.1936503791414,0.0,
2021-08-22 08:00:02.980,1,1.411452095594384,1484.7096837652184,0.0,
2021-08-22 08:00:02.990,1,1.3200678050241184,1476.9187549644394,0.0,
2021-08-22 08:00:03.000,1,1.3945169774403057,1490.4729752524026,0.0,
2021-08-22 08:00:03.010,1,1.1305235212806688,1476.9867987995488,0.0,
2021-08-22 08:00:03.020,1,1.5952868632017236,1478.9872215157245,0.0,
2021-08-22 08:00:03.030,1,1.1434790565522204,1480.245620782038,0.0,
2021-08-22 08:00:03.040,1,1.3966784087120836,1477.111629823166,0.0,
2021-08-22 08:00:03.050,1,1.4094909607080983,1479.8085779618673,0.0,
2021-08-22 08:00:03.060,1,1.1965968633105624,1497.275328296386,0.0,
2021-08-22 08:00:03.070,1,1.1766567431068329,1485.1090696673734,0.0,
2021-08-22 08:00:03.080,1,1.529399350846666,1485.3352408140095,0.0,
2021-08-22 08:00:03.090,1,1.2639436447946155,1487.2644928376196,0.0,
2021-08-22 08:00:03.100,1,1.300843317818912,1484.9265484722607,0.0,
2021-08-22 08:00:03.110,1,1.2236222600636943,1477.7266299014555,0.0,
2021-08-22 08:00:03.120,1,1.329426702218811,1480.1715193865714,0.0,
2021-08-22 08:00:03.130,1,1.2437940224505293,1477.7981511335422,0.0,
2021-08-22 08:00:03.140,1,1.2613946197870116,1483.4489143748824,0.0,
2021-08-22 08:00:03.150,1,1.3223267371586294,1477.3769846988992,0.0,
2021-08-22 08:00:03.160,1,1.4190771940707894,1477.20706454345,0.0,
2021-08-22 08:00:03.170,1,1.1255829874876908,1476.8052545070325,0.0,
2021-08-22 08:00:03.180,1,1.4313868988585594,1470.0897923203152,0.0,
2021-08-22 08:00:03.190,1,1.406340536371234,1481.4869978507004,0.0,
2021-08-22 08:00:03.200,1,1.0489547855375616,1474.1478843944494,0.0,
2021-08-22 08:00:03.210,1,1.0075545297870825,1460.3892330080298,0.0,
2021-08-22 08:00:03.220,1,1.0415111435069753,1471.8771977349743,0.0,
2021-08-22 08:00:03.230,1,1.2725679123809228,1473.1305863370776,0.0,
2021-08-22 08:00:03.240,1,1.4372210225934758,1473.4224943941904,0.0,
2021-08-22 08:00:03.250,1,1.3110189312243967,1472.7034968790294,0.0,
2021-08-22 08:00:03.260,1,1.3926285712554007,1461.957270547953,0.0,
2021-08-22 08:00:03.270,1,1.1022137016548004,1465.7877251759617,0.0,
2021-08-22 08:00:03.280,1,1.3137201374759029,1460.6074144219167,0.0,
2021-08-22 08:00:03.290,1,1.03633616811998,1445.1471306834198,0.0,
2021-08-22 08:00:03.300,1,1.298100052227737,1454.3625209429626,0.0,
2021-08-22 08:00:03.310,1,1.1018830065661829,1443.336120563137,0.0,
2021-08-22 08:00:03.320,1,1.235889509407395,1458.7544729739352,0.0,
2021-08-22 08:00:03.330,1,1.0557771505365894,1445.7482074089044,0.0,
2021-08-22 08:00:03.340,1,0.95445057839587,1463.2541261516365,0.0,
2021-08-22 08:00:03.350,1,0.9905019657298104,1464.3442247569344,0.0,
2021-08-22 08:00:03.360,1,0.9130417232820356,1439.7714269206924,0.0,
2021-08-22 08:00:03.370,1,1.2105412295636755,1449.9827600499075,0.0,
2021-08-22 08:00:03.380,1,1.0752456768510952,1451.7471070206964,0.0,
2021-08-22 08:00:03.390,1,1.0718964842883294,1455.8515734000875,0.0,
2021-08-22 08:00:03.400,1,1.078128817605888,1437.4777626251655,0.0,
2021-08-22 08:00:03.410,1,1.1216558909970875,1442.327991176993,0.0,
2021-08-22 08:00:03.420,1,1.2742326259457974,1441.789356246695,0.0,
2021-08-22 08:00:03.430,1,0.9997785188463872,1445.9789218898875,0.0,
2021-08-22 08:00:03.440,1,1.0319919906786992,1439.9380040985864,0.0,
2021-08-22 08:00:03.450,1,1.031360092601102,1431.0346279299781,0.0,
2021-08-22 08:00:03.460,1,1.0162403820744808,1437.2979390262922,0.0,
2021-08-22 08:00:03.470,1,0.9661658397313784,1423.85467332501,0.0,
2021-08-22 08:00:03.480,1,0.9618990324405275,1427.7964473563363,0.0,
2021-08-22 08:00:03.490,1,1.261688148031164,1440.6199066303122,0.0,
2021-08-22 08:00:03.500,1,1.2205206139855904,1437.434031878698,0.0,
2021-08-22 08:00:03.510,1,0.9806182076061688,1443.4370422753534,0.0,
2021-08-22 08:00:03.520,1,1.0346487356121548,1429.5714417338868,0.0,
2021-08-22 08:00:03.530,1,1.0943125349587053,1427.857464335306,0.0,
2021-08-22 08:00:03.540,1,1.4189534284696734,1428.5476533948665,0.0,
2021-08-22 08:00:03.550,1,1.3963372222323944,1428.7233748790848,0.0,
2021-08-22 08:00:03.560,1,0.968551099306141,1436.006184168265,0.0,
2021-08-22 08:00:03.570,1,1.2619262539683194,1444.3512087291442,0.0,
2021-08-22 08:00:03.580,1,1.1716228367715609,1443.4495029117004,0.0,
2021-08-22 08:00:03.590,1,1.431428992744025,1426.2245881521285,0.0,
2021-08-22 08:00:03.600,1,1.4447623693665186,1440.8832361333255,0.0,
2021-08-22 08:00:03.610,1,1.139692348316549,1450.6982884703827,0.0,
2021-08-22 08:00:03.620,1,1.2118346349010518,1434.1788255437953,0.0,
2021-08-22 08:00:03.630,1,1.3999754287638355,1433.3258668366157,0.0,
